"","ENTREZID","SYMBOL","GENENAME"
"516","100887744","RNU6-48P","RNA, U6 small nuclear 48, pseudogene"
"517","84958","SYTL1","synaptotagmin like 1"
"518","9064","MAP3K6","mitogen-activated protein kinase kinase kinase 6"
"519","8547","FCN3","ficolin 3"
"520","388611","CD164L2","CD164 molecule like 2"
"521","2827","GPR3","G protein-coupled receptor 3"
"522","10163","WASF2","WASP family member 2"
"523","27245","AHDC1","AT-hook DNA binding motif containing 1"
"524","2268","FGR","FGR proto-oncogene, Src family tyrosine kinase"
"525","2537","IFI6","interferon alpha inducible protein 6"
"526","199870","FAM76A","family with sequence similarity 76 member A"
"527","23673","STX12","syntaxin 12"
"528","5511","PPP1R8","protein phosphatase 1 regulatory subunit 8"
"529","677774","SCARNA1","small Cajal body-specific RNA 1"
"530","9473","THEMIS2","thymocyte selection associated family member 2"
"531","6118","RPA2","replication protein A2"
"532","27293","SMPDL3B","sphingomyelin phosphodiesterase acid like 3B"
"533","55113","XKR8","XK related 8"
"534","2140","EYA3","EYA transcriptional coactivator and phosphatase 3"
"535","5724","PTAFR","platelet activating factor receptor"
"536","22826","DNAJC8","DnaJ heat shock protein family (Hsp40) member C8"
"537","93974","ATP5IF1","ATP synthase inhibitory factor subunit 1"
"538","83667","SESN2","sestrin 2"
"539","54797","MED18","mediator complex subunit 18"
"540","65979","PHACTR4","phosphatase and actin regulator 4"
"541","1104","RCC1","regulator of chromosome condensation 1"
"542","8420","SNHG3","small nucleolar RNA host gene 3"
"543","6080","SNORA73A","small nucleolar RNA, H/ACA box 73A"
"544","26768","SNORA73B","small nucleolar RNA, H/ACA box 73B"
"545","54952","TRNAU1AP","tRNA selenocysteine 1 associated protein 1"
"546","85028","SNHG12","small nucleolar RNA host gene 12"
"547","692212","SNORD99","small nucleolar RNA, C/D box 99"
"548","677838","SNORA61","small nucleolar RNA, H/ACA box 61"
"549","677825","SNORA44","small nucleolar RNA, H/ACA box 44"
"550","692073","SNORA16A","small nucleolar RNA, H/ACA box 16A"
"551","115273","RAB42","RAB42, member RAS oncogene family"
"552","6883","TAF12","TATA-box binding protein associated factor 12"
"553","26824","RNU11","RNA, U11 small nuclear"
"554","10691","GMEB1","glucocorticoid modulatory element binding protein 1"
"555","105376911",NA,NA
"556","51441","YTHDF2","YTH N6-methyladenosine RNA binding protein 2"
"557","4985","OPRD1","opioid receptor delta 1"
"558","2035","EPB41","erythrocyte membrane protein band 4.1"
"559","399474","TMEM200B","transmembrane protein 200B"
"560","6429","SRSF4","serine and arginine rich splicing factor 4"
"561","51102","MECR","mitochondrial trans-2-enoyl-CoA reductase"
"562","10076","PTPRU","protein tyrosine phosphatase receptor type U"
"563","101928460","LINC01756","long intergenic non-protein coding RNA 1756"
"564","101929406","LINC01648","long intergenic non-protein coding RNA 1648"
"565","4146","MATN1","matrilin 1"
"566","100129196","MATN1-AS1","MATN1 antisense RNA 1"
"567","7805","LAPTM5","lysosomal protein transmembrane 5"
"568","100616164","MIR4420","microRNA 4420"
"569","400748","LOC400748","uncharacterized LOC400748"
"570","9672","SDC3","syndecan 3"
"571","9698","PUM1","pumilio RNA binding family member 1"
"572","692234","SNORD103A","small nucleolar RNA, C/D box 103A"
"573","692235","SNORD103B","small nucleolar RNA, C/D box 103B"
"574","692200","SNORD103C","small nucleolar RNA, C/D box 103C"
"575","79570","NKAIN1","sodium/potassium transporting ATPase interacting 1"
"576","9410","SNRNP40","small nuclear ribonucleoprotein U5 subunit 40"
"577","51538","ZCCHC17","zinc finger CCHC-type containing 17"
"578","2170","FABP3","fatty acid binding protein 3"
"579","347735","SERINC2","serine incorporator 2"
"580","149086","LDC1P","leucine decarboxylase 1, pseudogene"
"581","284551","LINC01226","long intergenic non-protein coding RNA 1226"
"582","64129","TINAGL1","tubulointerstitial nephritis antigen like 1"
"583","3061","HCRTR1","hypocretin receptor 1"
"584","553115","PEF1","penta-EF-hand domain containing 1"
"585","1307","COL16A1","collagen type XVI alpha 1 chain"
"586","576","ADGRB2","adhesion G protein-coupled receptor B2"
"587","100423028","MIR4254","microRNA 4254"
"588","90853","SPOCD1","SPOC domain containing 1"
"589","8073","PTP4A2","protein tyrosine phosphatase 4A2"
"590","10657","KHDRBS1","KH RNA binding domain containing, signal transduction associated 1"
"591","55116","TMEM39B","transmembrane protein 39B"
"592","100847018","MIR5585","microRNA 5585"
"593","23633","KPNA6","karyopherin subunit alpha 6"
"594","200081","TXLNA","taxilin alpha"
"595","79140","CCDC28B","coiled-coil domain containing 28B"
"596","56063","TMEM234","transmembrane protein 234"
"597","55721","IQCC","IQ motif containing C"
"598","149069","DCDC2B","doublecortin domain containing 2B"
"599","8668","EIF3I","eukaryotic translation initiation factor 3 subunit I"
"600","339483","MTMR9LP","myotubularin related protein 9 like, pseudogene"
"601","84734","FAM167B","family with sequence similarity 167 member B"
"602","3932","LCK","LCK proto-oncogene, Src family tyrosine kinase"
"603","3065","HDAC1","histone deacetylase 1"
"604","65108","MARCKSL1","MARCKS like 1"
"605","100128071","FAM229A","family with sequence similarity 229 member A"
"606","81629","TSSK3","testis specific serine kinase 3"
"607","55108","BSDC1","BSD domain containing 1"
"608","728116","ZBTB8B","zinc finger and BTB domain containing 8B"
"609","653121","ZBTB8A","zinc finger and BTB domain containing 8A"
"610","339487","ZBTB8OS","zinc finger and BTB domain containing 8 opposite strand"
"611","5928","RBBP4","RB binding protein 4, chromatin remodeling factor"
"612","81493","SYNC","syncoilin, intermediate filament protein"
"613","57648","KIAA1522","KIAA1522"
"614","8565","YARS1","tyrosyl-tRNA synthetase 1"
"615","64766","S100PBP","S100P binding protein"
"616","252995","FNDC5","fibronectin type III domain containing 5"
"617","3208","HPCA","hippocalcin"
"618","113452","TMEM54","transmembrane protein 54"
"619","127544","RNF19B","ring finger protein 19B"
"620","204","AK2","adenylate kinase 2"
"621","113451","AZIN2","antizyme inhibitor 2"
"622","55223","TRIM62","tripartite motif containing 62"
"623","149076","ZNF362","zinc finger protein 362"
"624","127550","A3GALT2","alpha 1,3-galactosyltransferase 2"
"625","1912","PHC2","polyhomeotic homolog 2"
"626","100500853","MIR3605","microRNA 3605"
"627","101929464","LOC101929464","uncharacterized LOC101929464"
"628","7579","ZSCAN20","zinc finger and SCAN domain containing 20"
"629","114784","CSMD2","CUB and Sushi multiple domains 2"
"630","127540","HMGB4","high mobility group box 4"
"631","402779","CSMD2-AS1","CSMD2 antisense RNA 1"
"632","84970","C1orf94","chromosome 1 open reading frame 94"
"633","693137","MIR552","microRNA 552"
"634","2709","GJB5","gap junction protein beta 5"
"635","127534","GJB4","gap junction protein beta 4"
"636","2707","GJB3","gap junction protein beta 3"
"637","2701","GJA4","gap junction protein alpha 4"
"638","113444","SMIM12","small integral membrane protein 12"
"639","58512","DLGAP3","DLG associated protein 3"
"640","653160","LOC653160","uncharacterized LOC653160"
"641","100506144","TMEM35B","transmembrane protein 35B"
"642","9204","ZMYM6","zinc finger MYM-type containing 6"
"643","79830","ZMYM1","zinc finger MYM-type containing 1"
"644","6421","SFPQ","splicing factor proline and glutamine rich"
"645","9202","ZMYM4","zinc finger MYM-type containing 4"
"646","79932","KIAA0319L","KIAA0319 like"
"647","23154","NCDN","neurochondrin"
"648","339488","TFAP2E","transcription factor AP-2 epsilon"
"649","5690","PSMB2","proteasome 20S subunit beta 2"
"650","127703","C1orf216","chromosome 1 open reading frame 216"
"651","63967","CLSPN","claspin"
"652","192670","AGO4","argonaute RISC component 4"
"653","26523","AGO1","argonaute RISC component 1"
"654","192669","AGO3","argonaute RISC catalytic component 3"
"655","27285","TEKT2","tektin 2"
"656","54936","ADPRHL2","ADP-ribosylhydrolase like 2"
"657","1296","COL8A2","collagen type VIII alpha 2 chain"
"658","27095","TRAPPC3","trafficking protein particle complex 3"
"659","55700","MAP7D1","MAP7 domain containing 1"
"660","9967","THRAP3","thyroid hormone receptor associated protein 3"
"661","79729","SH3D21","SH3 domain containing 21"
"662","55194","EVA1B","eva-1 homolog B"
"663","83931","STK40","serine/threonine kinase 40"
"664","84967","LSM10","LSM10, U7 small nuclear RNA associated"
"665","127700","OSCP1","organic solute carrier partner 1"
"666","64960","MRPS15","mitochondrial ribosomal protein S15"
"667","1441","CSF3R","colony stimulating factor 3 receptor"
"668","2899","GRIK3","glutamate ionotropic receptor kainate type subunit 3"
"669","100422898","MIR4255","microRNA 4255"
"670","728431","LINC01137","long intergenic non-protein coding RNA 1137"
"671","80149","ZC3H12A","zinc finger CCCH-type containing 12A"
"672","102465438","MIR6732","microRNA 6732"
"673","64769","MEAF6","MYST/Esa1 associated factor 6"
"674","100847010","MIR5581","microRNA 5581"
"675","79753","SNIP1","Smad nuclear interacting protein 1"
"676","7802","DNALI1","dynein axonemal light intermediate chain 1"
"677","29889","GNL2","G protein nucleolar 2"
"678","284654","RSPO1","R-spondin 1"
"679","54955","C1orf109","chromosome 1 open reading frame 109"
"680","55143","CDCA8","cell division cycle associated 8"
"681","284656","EPHA10","EPH receptor A10"
"682","149175","MANEAL","mannosidase endo-alpha like"
"683","79693","YRDC","yrdC N6-threonylcarbamoyltransferase domain containing"
"684","127687","C1orf122","chromosome 1 open reading frame 122"
"685","4520","MTF1","metal regulatory transcription factor 1"
"686","3633","INPP5B","inositol polyphosphate-5-phosphatase B"
"687","10946","SF3A3","splicing factor 3a subunit 3"
"688","2275","FHL3","four and a half LIM domains 3"
"689","51118","UTP11","UTP11 small subunit processome component"
"690","5453","POU3F1","POU class 3 homeobox 1"
"691","100500801","MIR3659","microRNA 3659"
"692","339442","LINC01343","long intergenic non-protein coding RNA 1343"
"693","64121","RRAGC","Ras related GTP binding C"
"694","100527950","GJA9-MYCBP","GJA9-MYCBP readthrough"
"695","26292","MYCBP","MYC binding protein"
"696","81025","GJA9","gap junction protein alpha 9"
"697","54933","RHBDL2","rhomboid like 2"
"698","79647","AKIRIN1","akirin 1"
"699","4725","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5"
"700","23499","MACF1","microtubule actin crosslinking factor 1"
"701","643314","KIAA0754","KIAA0754"
"702","105378950","LOC105378950","mitogen-activated protein kinase 7-like"
"703","353500","BMP8A","bone morphogenetic protein 8a"
"704","728448","PPIEL","peptidylprolyl isomerase E like pseudogene"
"705","8761","PABPC4","poly(A) binding protein cytoplasmic 4"
"706","101929516","PABPC4-AS1","PABPC4 antisense RNA 1"
"707","677834","SNORA55","small nucleolar RNA, H/ACA box 55"
"708","26508","HEYL","hes related family bHLH transcription factor with YRPW motif like"
"709","84618","NT5C1A","5'-nucleotidase, cytosolic IA"
"710","51440","HPCAL4","hippocalcin like 4"
"711","10450","PPIE","peptidylprolyl isomerase E"
"712","656","BMP8B","bone morphogenetic protein 8b"
"713","64064","OXCT2","3-oxoacid CoA-transferase 2"
"714","105378951","LOC105378951","uncharacterized LOC105378951"
"715","101929536","LOC101929536","uncharacterized LOC101929536"
"716","54802","TRIT1","tRNA isopentenyltransferase 1"
"717","4610","MYCL","MYCL proto-oncogene, bHLH transcription factor"
"718","84879","MFSD2A","major facilitator superfamily domain containing 2A"
"719","10487","CAP1","cyclase associated actin cytoskeleton regulatory protein 1"
"720","5538","PPT1","palmitoyl-protein thioesterase 1"
"721","6018","RLF","rearranged L-myc fusion"
"722","127391","TMCO2","transmembrane and coiled-coil domains 2"
"723","10269","ZMPSTE24","zinc metallopeptidase STE24"
"724","1298","COL9A2","collagen type IX alpha 2 chain"
"725","64744","SMAP2","small ArfGAP2"
"726","65243","ZFP69B","ZFP69 zinc finger protein B"
"727","339559","ZFP69","ZFP69 zinc finger protein"
"728","64789","EXO5","exonuclease 5"
"729","127396","ZNF684","zinc finger protein 684"
"730","9783","RIMS3","regulating synaptic membrane exocytosis 3"
"731","100130557","NFYC-AS1","NFYC antisense RNA 1"
"732","4802","NFYC","nuclear transcription factor Y subunit gamma"
"733","407034","MIR30E","microRNA 30e"
"734","407031","MIR30C1","microRNA 30c-1"
"735","9132","KCNQ4","potassium voltage-gated channel subfamily Q member 4"
"736","163732","CITED4","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4"
"737","1503","CTPS1","CTP synthase 1"
"738","100507178","SLFNL1-AS1","SLFNL1 antisense RNA 1"
"739","200172","SLFNL1","schlafen like 1"
"740","22955","SCMH1","Scm polycomb group protein homolog 1"
"741","100132074","FOXO6","forkhead box O6"
"742","1907","EDN2","endothelin 2"
"743","59269","HIVEP3","HIVEP zinc finger 3"
"744","2981","GUCA2B","guanylate cyclase activator 2B"
"745","2980","GUCA2A","guanylate cyclase activator 2A"
"746","22887","FOXJ3","forkhead box J3"
"747","284716","RIMKLA","ribosomal modification protein rimK like family member A"
"748","84217","ZMYND12","zinc finger MYND-type containing 12"
"749","79717","PPCS","phosphopantothenoylcysteine synthetase"
"750","728621","CCDC30","coiled-coil domain containing 30"
"751","10465","PPIH","peptidylprolyl isomerase H"
"752","4904","YBX1","Y-box binding protein 1"
"753","149461","CLDN19","claudin 19"
"754","64175","P3H1","prolyl 3-hydroxylase 1"
"755","79078","C1orf50","chromosome 1 open reading frame 50"
"756","100129924","TMEM269","transmembrane protein 269"
"757","374969","SVBP","small vasohibin binding protein"
"758","114625","ERMAP","erythroblast membrane associated protein (Scianna blood group)"
"759","51058","ZNF691","zinc finger protein 691"
"760","339539","LOC339539","uncharacterized LOC339539"
"761","6513","SLC2A1","solute carrier family 2 member 1"
"762","440584","SLC2A1-AS1","SLC2A1 antisense RNA 1"
"763","105378684",NA,NA
"764","440585","FAM183A","family with sequence similarity 183 member A"
"765","10969","EBNA1BP2","EBNA1 binding protein 2"
"766","102465439","MIR6733","microRNA 6733"
"767","149465","CFAP57","cilia and flagella associated protein 57"
"768","128218","TMEM125","transmembrane protein 125"
"769","149466","C1orf210","chromosome 1 open reading frame 210"
"770","7075","TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1"
"771","4352","MPL","MPL proto-oncogene, thrombopoietin receptor"
"772","991","CDC20","cell division cycle 20"
"773","64834","ELOVL1","ELOVL fatty acid elongase 1"
"774","102466723","MIR6734","microRNA 6734"
"775","112950","MED8","mediator complex subunit 8"
"776","23334","SZT2","SZT2 subunit of KICSTOR complex"
"777","102465440","MIR6735","microRNA 6735"
"778","81888","HYI","hydroxypyruvate isomerase (putative)"
"779","5792","PTPRF","protein tyrosine phosphatase receptor type F"
"780","9682","KDM4A","lysine demethylase 4A"
"781","100132774","KDM4A-AS1","KDM4A antisense RNA 1"
"782","6487","ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"783","101929592","LOC101929592","uncharacterized LOC101929592"
"784","102464830","MIR6079","microRNA 6079"
"785","9048","ARTN","artemin"
"786","9670","IPO13","importin 13"
"787","1802","DPH2","diphthamide biosynthesis 2"
"788","533","ATP6V0B","ATPase H+ transporting V0 subunit b"
"789","8704","B4GALT2","beta-1,4-galactosyltransferase 2"
"790","149473","CCDC24","coiled-coil domain containing 24"
"791","6536","SLC6A9","solute carrier family 6 member 9"
"792","128209","KLF17","Kruppel like factor 17"
"793","105378952","KLF18","Kruppel like factor 18"
"794","55929","DMAP1","DNA methyltransferase 1 associated protein 1"
"795","79033","ERI3","ERI1 exoribonuclease family member 3"
"796","100874278","ERI3-IT1","ERI3 intronic transcript 1"
"797","55182","RNF220","ring finger protein 220"
"798","100847089","MIR5584","microRNA 5584"
"799","79639","TMEM53","transmembrane protein 53"
"800","339541","ARMH1","armadillo like helical domain containing 1"
"801","26828","RNU5F-1","RNA, U5F small nuclear 1"
"802","26830","RNU5D-1","RNA, U5D small nuclear 1"
"803","11004","KIF2C","kinesin family member 2C"
"804","6202","RPS8","ribosomal protein S8"
